Name_roman,Cosine_score
Panagiotis Benos,0.6732939661979425
Antonis Charalampopoulos,0.67325206684138
Dimitrios Frantzeskakis ,0.6729224166522652
Iraklis  Avramopoulos,0.6714984722707235
Georgios Alexiou ,0.671259870389862
Stavros Kolliopoulos,0.6699432009840127
Theodoulos Garefalakis,0.6698605809015541
George Zouridakis,0.6693119111780325
Panayiota Poirazi,0.6686386208553913
Eftychios Koutroulis,0.668604691076861
Polyxeni Pange - Lekka,0.668438097569625
Kyriakos Koutoulakos,0.6678597640776535
Emmanouil Psarakis,0.6668592638260431
Bill Kapralos,0.66551511883136
Georgios Chalkiadakis,0.663331724555522
Charoula Angeli,0.6631911411111343
Athanasios Mouchtaris,0.6630057299414912
Traianos Gioultsis,0.662731870502933
Ioannis Papananos,0.6624374973059262
Andreas Floros ,0.6623045947374312
Ioannis Boutalis,0.6622435166024995
Georgios Fikioris,0.6610006634986912
Theodoros Chorikis,0.6608460413391389
Ioannis Mourtzopoulos,0.6603902341940628
Antonios Symvonis,0.6598843253309649
Mattias Boucher,0.6597763859215794
Anastasios Mikropoulos,0.6587720428607606
Konstantinos Chrysafinos,0.6574840656392922
Dimitrios Ioannidis,0.6571615928076102
Christos Antonopoulos,0.6547022455902274
Panagiotis Alevizos,0.6545943043156071
Aimilios-Vasileios  Kampouropoulos ,0.6537977537368169
Michail Taroudakis,0.6533455444122419
Konstantinos Danas,0.6531424404819683
Spyridon Vosinakis,0.6529120162868448
Panagiotis  Kottis,0.6501421144451582
Dimitrios Varsos,0.6483951968783351
Athanasios Manikas,0.6474484411755761
Theodora Ioannidou,0.645854211913252
Zoi Doulgeri,0.6441190406732448
Georgios Papagiannakis,0.6433276508316488
Foteini Paraskeva,0.6395859671314672
Drosos Gkintidis,0.6391943576765973
Aristeidis Kontogeorgis,0.6390853737200208
Georgia Karali,0.6387972640336947
Evripidis Chatzikraniotis,0.6374979991003189
Gerasimos Barmpatis,0.6371338884763291
Vasileios Sevroglou,0.6351026225512442
Nikolaos Karachalios,0.6349662863909018
Nikolaos Georgoulas ,0.6341804669409556
Filippos Tsalidis,0.6336513266101451
Michalis Zervas,0.6296325798016497
 Panagiotis Trachanias ,0.6250661594786358
Athanasios Tzimogiannis,0.6245786062104812
 Emmanouil Kriezis,0.6237475823147479
Charalambos Vrasidas,0.6231531253649777
Tasoula Georgaki,0.6225130315365669
 Konstantinos Balas,0.6219247723665436
 Kyriakos Zoiros,0.6211150848414615
Christos Nikolopoulos,0.6203317161918366
Nikolaos Diamantis,0.6161229250945999
Stylianos  Tzortzakis,0.614851083230352
Antonios Aletras,0.6124567786401813
Ioannis Tigkelis ,0.6104375615192327
Vasileios Rothos,0.6094908097101107
Georgios Makrakis,0.6085752315815568
 Nikolaos Pelekanos,0.5987542393904198
Ioannis Zannos ,0.5981640440073306
Kon/nos Aidinis ,0.597399694020173
Nikolaos Zaranis,0.5948346378754613
Efthalia Dimara,0.5905199574952668
Athanasios Papistas,0.5903339127037368
Ioannis Dimopoulos,0.5813369159404204
Maria Nikolaidi,0.5750769877358228
Panagiota Morfouli,0.5702848521128662
Andriana Prentza,0.5462322873647378
Andreas Mniestris ,0.5382488860262328
Vasileios Zisimopoulos,0.47682639619113254
Georgios Pavlidis,0.4736553071913703
Panagiotis Stamatopoulos,0.0
Evgenia Foustoukou,0.0
Makis (Gerasimos) Solomos,0.0
Konstantinos Marios Angelopoulos,0.0
Elisavet Konstantinou,0.0
Andreas Papasalouros,0.0
Evangelos Papapetrou,0.0
Theodoros Tzouramanis,0.0
Konstantinos Tsichlas,0.0
Konstantinos Karathanasis,0.0
